epoch,loss,AUPR,AUROC
1,0.6962948739528656,0.4525977415257864,0.43824011063785073
2,0.6937038004398346,0.6403070216641783,0.65213041370447
3,0.6907245218753815,0.6489501569808495,0.6587593787314732
4,0.6861715316772461,0.6486388013216228,0.6587123261344692
5,0.6808150410652161,0.6433262674443859,0.65808089259333
6,0.6720069050788879,0.642017404344497,0.6591860433898447
7,0.6648480892181396,0.6496059011841296,0.6620011147761774
8,0.6553499400615692,0.6543569793239526,0.6731520075009134
9,0.6534294188022614,0.6585561858194862,0.6765663651840359
10,0.6459072232246399,0.6665472047620785,0.6998924598764837
11,0.6413405239582062,0.6675717368477239,0.6963372723187141
12,0.6405330002307892,0.681012130997136,0.7102708714446753
13,0.6373174488544464,0.6761676843484858,0.7022676264370216
14,0.6257168352603912,0.7103147850070269,0.7274908546970406
15,0.6236342787742615,0.6955061923047519,0.7179939244719293
16,0.6233644187450409,0.7079298638712102,0.7282967463016945
17,0.6171157360076904,0.7140656990409091,0.7306144911945176
18,0.6196870505809784,0.7079288162720976,0.7268764978489688
19,0.6174643337726593,0.7199724531595219,0.7367859372981352
20,0.6238783001899719,0.7227654246082125,0.7275949388042506
21,0.609531819820404,0.7346957339177048,0.7464569198239058
22,0.6088188290596008,0.7316330839575924,0.7437049332469619
23,0.608233630657196,0.7237761986263392,0.7418706237467472
24,0.5999268889427185,0.7303272410313537,0.7506467172794861
25,0.5908460319042206,0.7358149445526774,0.7585101986507042
26,0.5844588577747345,0.7481983506766607,0.7628869311353537
27,0.5885086059570312,0.7466195217979713,0.7627703913650739
28,0.6067078411579132,0.7365814717439808,0.7477903744492495
29,0.5849123597145081,0.7423149322975954,0.7639996976418023
30,0.5919811725616455,0.7498152481220705,0.767700452469555
31,0.5901852250099182,0.7598219594999615,0.7687841586397873
32,0.5763106346130371,0.7547068549224624,0.7745568037186653
33,0.5653168857097626,0.7699926928552414,0.7826175150128512
34,0.5628929734230042,0.7696039454847274,0.7864775247656829
35,0.5724742114543915,0.7621205622750796,0.7771749328814583
36,0.5530097186565399,0.7806776998278487,0.7959006042371328
37,0.5487246215343475,0.787047835766477,0.8002887279188318
38,0.5461236536502838,0.7797498427352245,0.7990357791141108
39,0.5670415461063385,0.7677729133269972,0.7859117015994803
40,0.5391649305820465,0.7958770134320152,0.810046356411152
41,0.5314156115055084,0.7958767227222817,0.8094293917301074
42,0.5407725274562836,0.7862613586062723,0.804584982967192
43,0.5437224209308624,0.7965077749930255,0.8080730251461349
44,0.5379575490951538,0.7935704512802301,0.8077547729118038
45,0.5342298746109009,0.799683774665611,0.8124065874407018
46,0.5289819836616516,0.7962190862618486,0.8136417826331989
47,0.5260199010372162,0.8023163910700333,0.8138121116799093
48,0.5398465991020203,0.7962266053856388,0.8115449215004886
49,0.5283164083957672,0.8115276907539408,0.8256181483334434
50,0.5235326886177063,0.8103395687362221,0.8230579921535819
51,0.5063725709915161,0.8199116327248214,0.8313824012947328
52,0.5298750698566437,0.7985109958612374,0.8127164053533023
53,0.5073730945587158,0.8140316979946041,0.8294066166235722
54,0.5138544738292694,0.82132506553091,0.8309431306076205
55,0.5127933621406555,0.8191808956572305,0.8297186307591133
56,0.5003755390644073,0.8250626278633717,0.8372125852691875
57,0.5004696547985077,0.8258307566886317,0.8390441658193475
58,0.49241113662719727,0.8281276959397262,0.8419450256446162
59,0.49322018027305603,0.8291018045758374,0.84373381483044
60,0.49167458713054657,0.8280226705354722,0.8431184239562739
61,0.5057978332042694,0.8216584016968047,0.8330425268443759
62,0.4848945438861847,0.8362214733858221,0.8467928225851717
63,0.4867735803127289,0.8373504193907135,0.8478468653848181
64,0.4820922613143921,0.8313029603375676,0.8484054620547401
65,0.4818655848503113,0.836234182301703,0.8492464752044564
66,0.47320108115673065,0.8444661843473664,0.8557802071239534
67,0.4717016965150833,0.8396532527674522,0.8541361804798867
68,0.4706509858369827,0.8431062012309738,0.855881867275774
69,0.47282674908638,0.8404400613807407,0.8556417281500338
70,0.4691234678030014,0.8415609786750671,0.8563074536658996
71,0.46675294637680054,0.8457626715213927,0.8601465239426074
72,0.45634855329990387,0.8543176884353745,0.8659567059434718
73,0.46100351214408875,0.850653001254382,0.8637458825312347
74,0.454180508852005,0.8559888632590449,0.8678007780709409
75,0.4590749740600586,0.8521977048027286,0.8650008023955928
76,0.45304153859615326,0.8598956528528015,0.8692077541482518
77,0.45176923274993896,0.8576114075231566,0.868287376969207
78,0.4451328068971634,0.8632835609999995,0.8726183959718338
79,0.459677517414093,0.8527317531981143,0.8640686814943604
80,0.44806139171123505,0.8595958559881485,0.8694112699465857
81,0.45008717477321625,0.8557884472105969,0.8679752699213539
82,0.46015818417072296,0.8538094063470125,0.863563971008314
83,0.4430082142353058,0.8638755873346288,0.8707890496190801
84,0.44844579696655273,0.8635594496157792,0.8723654957057403
85,0.43707510828971863,0.8675943731426291,0.877234170706741
86,0.44155851006507874,0.8603191253820585,0.8727645529381681
87,0.4405375272035599,0.8640667835047741,0.874159508558462
88,0.4465911239385605,0.8575312643713962,0.8700679919697507
89,0.4464333802461624,0.8654956853586487,0.8750974618400067
90,0.45995184779167175,0.8526237170882719,0.8615487819810366
91,0.47037746012210846,0.8406809403914092,0.8490176414660122
92,0.4532172530889511,0.8567837887075652,0.8658836072981981
93,0.45867571234703064,0.8634484602065797,0.8693317357172184
94,0.46633148193359375,0.8524723150732482,0.8617830608810554
95,0.45582064986228943,0.8580304605147014,0.8668420670593819
96,0.44428369402885437,0.8663649605659334,0.8731223739377434
97,0.4446333795785904,0.8609630933397933,0.8711912948302585
98,0.4458462595939636,0.8623862672256065,0.8727862430416482
99,0.43936966359615326,0.8676738397535222,0.8762379025441401
100,0.43393488228321075,0.8741547352842032,0.881960470384567
