,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
RHPN1,0.48352748,0.45978186,0.48369983,0.52428967,0.49294728,0.48964912,0.50292116,0.46123305,0.5083001,0.46425778,0.51651007,0.49262613,0.5331923,0.48794273,0.48108435,0.4396359,0.57590896,0.54971546,0.52875304,0.571655,0.5424492,0.44990683,0.5450921,0.49292594,0.5256007,0.45973238,0.5292528,0.50557315,0.48848817,0.49059722,0.5135332,0.52826506,0.47989538,0.4633886,0.46684745,0.4452466,0.4724996,0.4755917,0.49131498,0.5229081,0.54426885,0.46375313,0.42543292,0.4719802,0.5504617,0.536715,0.53355145,0.51185435,0.5007515,0.41692492,0.5231179,0.51965386,0.51657575,0.50935715,0.5124196,0.47661397,0.5433936,0.52338195,0.5084931,0.4819663,0.487858,0.57485175,0.4840471,0.47994795,0.5316634,0.55751777,0.44468838,0.47157818,0.5117345,0.5194281,0.46963525,0.53433484,0.48131257,0.49210286,0.50009114,0.5433534,0.45851198,0.4624558,0.43679497,0.5221401,0.47442493,0.50122845,0.48073408,0.44441855,0.50543225,0.4480209,0.45391536,0.4756254,0.47926316,0.4788179,0.49477527,0.4985193,0.47814333,0.4784097,0.40774238,0.48432752,0.5043763,0.47264364,0.50921047,0.47024298,0.5677885,0.50482005,0.47055233,0.5250112,0.55877286,0.4809084,0.5136761,0.43521115,0.46731046,0.5271913,0.49928707,0.47495216,0.53235614,0.5104647,0.5272786,0.48592326,0.4853487,0.5009334,0.5340741,0.49494535,0.4960955,0.51626956,0.5327604,0.39096466,0.48867372,0.46075958,0.47295672,0.50098187
MARCKS,0.48243678,0.460121,0.48917347,0.52135503,0.49239045,0.49307314,0.5084779,0.46135914,0.5064872,0.46848562,0.5186121,0.4896221,0.5309088,0.48874933,0.48044488,0.43495715,0.56803626,0.5421653,0.5270611,0.5717001,0.5370263,0.44864136,0.54518807,0.49316832,0.5220253,0.46801025,0.53260136,0.5068687,0.48482886,0.4901349,0.5124556,0.5284326,0.47759202,0.4639607,0.46605572,0.44422075,0.47548532,0.47128183,0.49664158,0.5233235,0.54465634,0.4580147,0.422672,0.4739078,0.54620254,0.5353192,0.5291236,0.5172887,0.5023732,0.41863984,0.5270428,0.5196083,0.51543707,0.5127363,0.5106475,0.47690195,0.54572374,0.5186724,0.50497895,0.47747514,0.4798608,0.5732625,0.4846122,0.48872158,0.531078,0.5452205,0.4441336,0.47228923,0.5131414,0.5158733,0.471073,0.53080964,0.48732018,0.49630132,0.4960461,0.5435173,0.4641699,0.4626883,0.43725774,0.52033806,0.4778538,0.5010917,0.48340037,0.44623506,0.50410086,0.45135954,0.4550022,0.47895536,0.46673462,0.47848296,0.49732557,0.5069714,0.48168954,0.4774746,0.4075139,0.48676804,0.50479347,0.48275334,0.50733477,0.4687538,0.56817037,0.50266415,0.47246554,0.5208296,0.56024975,0.4851557,0.51934505,0.43856958,0.469036,0.5282619,0.49726737,0.47379377,0.526676,0.5092635,0.52669924,0.48888582,0.48613802,0.5018333,0.535238,0.4958499,0.4938076,0.513695,0.5277927,0.40050596,0.48228285,0.46144304,0.47609624,0.4961333
GABARAPL1,0.4859018,0.4654265,0.4875894,0.5185015,0.4996925,0.48901168,0.50531894,0.464372,0.5055487,0.47635686,0.52201194,0.4968578,0.5305372,0.48493773,0.49309656,0.44294417,0.57095784,0.54130673,0.52969795,0.56905025,0.54294884,0.45397213,0.53888994,0.48680228,0.52810794,0.46478793,0.5198456,0.5080256,0.48974916,0.49287087,0.5083644,0.5270509,0.47696486,0.4620959,0.47266996,0.4464109,0.47957715,0.481455,0.5046174,0.5239783,0.551645,0.45811385,0.42695078,0.47994867,0.55403775,0.53499293,0.52918917,0.51020956,0.49636722,0.4173138,0.5166985,0.513196,0.51277524,0.5022773,0.50384223,0.48724598,0.54732007,0.51490027,0.5121638,0.4771979,0.4923841,0.5803453,0.47966763,0.4859164,0.53263414,0.5530978,0.44925216,0.47359318,0.51261973,0.5117955,0.47893754,0.5269711,0.48322228,0.4954413,0.49476722,0.5348135,0.46115816,0.46836442,0.4486335,0.515043,0.4784932,0.49058855,0.4841644,0.4447512,0.50248647,0.44718292,0.45817545,0.4850323,0.4786513,0.47433946,0.49809453,0.5012126,0.47955158,0.48117915,0.40345293,0.4777635,0.494539,0.47998998,0.51729655,0.4644938,0.5780144,0.51264244,0.46917427,0.5270818,0.5542093,0.4756222,0.5186487,0.43365487,0.4739868,0.5246703,0.49631602,0.4761432,0.5303911,0.5031568,0.5232232,0.48941424,0.48528036,0.49899447,0.5263051,0.49598646,0.4929949,0.5158871,0.52138996,0.40364847,0.47953832,0.46747255,0.47789645,0.5025851
PXDN,0.5000896,0.44726762,0.52381,0.49385843,0.5488584,0.48678398,0.5383323,0.4551112,0.4998091,0.5178914,0.551117,0.51256865,0.53626657,0.45758092,0.5238296,0.40794137,0.56144553,0.52250516,0.51782674,0.5785928,0.5317427,0.4660378,0.5303801,0.4799479,0.53598267,0.46199176,0.50899214,0.50223625,0.4951487,0.50887865,0.51119465,0.520771,0.46778372,0.43691468,0.49226308,0.42802238,0.48402673,0.51629597,0.54894817,0.57643056,0.5675332,0.4452182,0.38856533,0.4973019,0.5719625,0.52728546,0.51692146,0.5087526,0.4861489,0.43178454,0.5162645,0.5008084,0.5123679,0.4920298,0.49432322,0.53448135,0.54072076,0.48569718,0.5049679,0.45508188,0.47409186,0.6536846,0.48295787,0.5034436,0.53986347,0.5281296,0.46534595,0.4827204,0.48834506,0.5068943,0.4875957,0.51071715,0.5213308,0.5061138,0.48731062,0.5453208,0.47617602,0.46848258,0.45255733,0.51722735,0.48823866,0.4928358,0.4891701,0.4320206,0.50287014,0.43836534,0.46222198,0.4774958,0.45052153,0.49576595,0.5343451,0.5203758,0.49384737,0.45247212,0.3717319,0.4605272,0.48598284,0.54514974,0.5523831,0.42214835,0.6375405,0.56317395,0.44227204,0.5259263,0.5551845,0.48767275,0.55410665,0.4067176,0.4919819,0.53475994,0.5038153,0.49976766,0.5280622,0.48985803,0.53045386,0.51245236,0.47832602,0.5130331,0.51196885,0.5165216,0.47194153,0.5007315,0.5216103,0.3933333,0.44975004,0.469936,0.5010311,0.48615035
TGIF1,0.41287485,0.4169688,0.3893362,0.65073246,0.39835593,0.4946298,0.44533727,0.40436295,0.5396397,0.28639904,0.4444744,0.40049982,0.5960852,0.55169916,0.34244764,0.4146295,0.7170712,0.70400083,0.5949312,0.63398385,0.6224412,0.32815057,0.69078267,0.54429436,0.42330867,0.40928328,0.6720952,0.48428866,0.5063468,0.4186075,0.6086876,0.6085095,0.44548693,0.48035848,0.39115542,0.4275693,0.37529522,0.38048282,0.31429484,0.4766188,0.4514926,0.45173627,0.38525602,0.38661605,0.52577484,0.63911736,0.6580389,0.5796907,0.5244938,0.37479487,0.5754078,0.65360683,0.5761065,0.59740746,0.6144295,0.25669935,0.5808675,0.6468124,0.44409376,0.50528467,0.44364578,0.43533012,0.5393387,0.38245293,0.55237484,0.6883403,0.3572563,0.42825752,0.6195641,0.6279958,0.35946664,0.6441811,0.44179308,0.45282134,0.5513048,0.6257808,0.39140195,0.38235322,0.30247968,0.61200196,0.37783444,0.534399,0.3866194,0.39281863,0.5780335,0.42309707,0.38265342,0.404013,0.5429787,0.44854495,0.42621407,0.42940155,0.4227952,0.45404497,0.42306414,0.5582071,0.5505264,0.31645557,0.37319735,0.55094475,0.44365042,0.35501716,0.5162428,0.5343063,0.6727805,0.4768922,0.44459775,0.39331168,0.35984758,0.5760055,0.5324899,0.3890263,0.55046743,0.64347273,0.56559914,0.34145007,0.48409057,0.4882499,0.6768818,0.49764082,0.61224073,0.5859499,0.6449813,0.23067807,0.6038717,0.36371425,0.33147195,0.5728707
NUP210,0.45821008,0.4501195,0.4711481,0.559313,0.46208775,0.4969173,0.49311814,0.45936155,0.51227015,0.41805932,0.49663147,0.4650588,0.54248255,0.5068123,0.43555722,0.4343227,0.6025478,0.5871968,0.5474514,0.58721685,0.552565,0.41671368,0.58189607,0.5033029,0.5036926,0.4555178,0.56742996,0.5080554,0.48328647,0.4674741,0.52635175,0.554011,0.4772308,0.47937378,0.45658037,0.44413707,0.44315913,0.44303948,0.44559342,0.49856076,0.52666354,0.47016147,0.4221487,0.44943053,0.5388911,0.5555888,0.56711084,0.536944,0.509811,0.41106912,0.5376685,0.5543995,0.52907073,0.52980435,0.5399924,0.41419277,0.55381507,0.55369335,0.49751586,0.48794374,0.47638953,0.5263191,0.49790245,0.46504983,0.53898937,0.57202184,0.427776,0.4532166,0.54227245,0.54263586,0.45452213,0.5546477,0.46510273,0.48542443,0.5147709,0.558855,0.45524147,0.45116717,0.40420753,0.5429993,0.45755345,0.5055226,0.4634896,0.43191326,0.5159213,0.44889215,0.4418157,0.46555725,0.4847692,0.46277705,0.47323686,0.4876072,0.46957698,0.47896674,0.42302707,0.50557995,0.526742,0.43215263,0.47843513,0.48870057,0.53063995,0.4528423,0.48918676,0.52673924,0.5858335,0.47586557,0.5001003,0.4329918,0.44806403,0.53291434,0.49995494,0.45149872,0.534629,0.53692955,0.53981185,0.45544448,0.48122475,0.4965003,0.5698579,0.48495707,0.5270285,0.5335438,0.54941905,0.3601325,0.5157676,0.43953988,0.44543588,0.51537836
PLOD1,0.47658896,0.4522027,0.47924453,0.552007,0.4717371,0.4922062,0.49717587,0.46582028,0.5115192,0.4348123,0.50717,0.4797775,0.5453407,0.4979453,0.45593998,0.43269777,0.6008246,0.58291394,0.54481274,0.5924878,0.55410004,0.43042552,0.5682794,0.4980442,0.5138955,0.4520068,0.5471072,0.5084069,0.48686895,0.476096,0.51770467,0.5491691,0.47894847,0.46594754,0.46388516,0.44463423,0.4527415,0.4607751,0.46045724,0.5090061,0.52854645,0.48230037,0.42503658,0.45801935,0.54965174,0.5455913,0.5642981,0.52056134,0.5044786,0.41592386,0.5350508,0.54699236,0.5214216,0.5184065,0.5318855,0.4431734,0.5549875,0.54973865,0.5007596,0.4813274,0.4842226,0.55635035,0.49085465,0.46107426,0.53813416,0.5805969,0.44054878,0.4535128,0.5248339,0.5408391,0.45865437,0.55779076,0.46900728,0.48687267,0.5149605,0.5538825,0.45229498,0.45720583,0.42218542,0.5360285,0.45967484,0.5103121,0.4652153,0.43336257,0.51618034,0.44757748,0.4375877,0.46579427,0.4881399,0.46979684,0.49184528,0.48562777,0.47372827,0.47471413,0.41844338,0.4994769,0.5245921,0.43863526,0.49531528,0.4817409,0.5479626,0.48354498,0.47356516,0.5322954,0.5772157,0.4788357,0.5000633,0.4250585,0.45634994,0.530229,0.5087272,0.47007254,0.5450785,0.52753663,0.53601706,0.46603176,0.48481306,0.5009929,0.5489462,0.48968884,0.5202876,0.5301629,0.5529347,0.3582455,0.51302314,0.44726875,0.45725223,0.5153282
ANP32A,0.5017817,0.44788614,0.5353544,0.4968153,0.549872,0.491982,0.5443675,0.45530507,0.49678147,0.51582915,0.5486338,0.5132375,0.5402381,0.45481268,0.52915245,0.4042378,0.56954134,0.5237077,0.5278665,0.5830008,0.54172605,0.46668017,0.5367151,0.48231375,0.53231883,0.45788285,0.5147592,0.5024062,0.4950512,0.51303464,0.5121862,0.51481074,0.46766552,0.43351683,0.5014285,0.43291545,0.47706062,0.5085249,0.5607207,0.58079344,0.5600359,0.4558804,0.391877,0.49913943,0.5664255,0.5298721,0.5216367,0.50855315,0.4936213,0.43801346,0.51767594,0.5117481,0.5107323,0.49042213,0.50134444,0.52980214,0.5401511,0.48441383,0.5007446,0.45556122,0.47125804,0.65707713,0.49423498,0.50092477,0.54629076,0.5367003,0.4703919,0.48709524,0.4998515,0.52160305,0.48643762,0.51625246,0.5292204,0.5173987,0.48996782,0.55311507,0.4731912,0.46875107,0.45095223,0.519087,0.4900518,0.4912035,0.48367512,0.43242395,0.5073139,0.43866536,0.4558692,0.47439623,0.46812296,0.5047845,0.5431181,0.5116353,0.49118322,0.44526976,0.3749636,0.4646479,0.4899909,0.5437098,0.5539835,0.4255301,0.63895583,0.56802464,0.44233206,0.5273029,0.5596331,0.5034547,0.5580051,0.40454298,0.49132442,0.5442993,0.50646484,0.5071183,0.5368612,0.49826688,0.52766216,0.506655,0.47936425,0.5138224,0.5117255,0.516305,0.48478246,0.50227255,0.52644306,0.39842448,0.46351656,0.47812924,0.5008173,0.493814
CSF1,0.46497148,0.47442698,0.45241216,0.53742063,0.47197902,0.48724383,0.47256196,0.45068437,0.51557916,0.4409129,0.5022361,0.4822132,0.5349799,0.5057679,0.4584001,0.4589397,0.5846633,0.5586254,0.53009295,0.57151204,0.55345196,0.4418992,0.5532085,0.49931917,0.52219486,0.4569336,0.53680384,0.50223094,0.4856459,0.4783487,0.50933015,0.5345486,0.49035335,0.48006886,0.44853157,0.44656423,0.47285733,0.45983958,0.46297762,0.4907297,0.54807013,0.44393095,0.43658122,0.4587059,0.5449283,0.55127794,0.53688276,0.5141271,0.5018975,0.38798895,0.51376235,0.5254805,0.5231207,0.51693213,0.51156497,0.44478086,0.54470164,0.5370274,0.5212304,0.49262965,0.4966934,0.5335327,0.4710835,0.47441006,0.5253949,0.5699917,0.43147936,0.4665379,0.5296956,0.51478815,0.47273654,0.5317059,0.45062757,0.47701433,0.50044596,0.5367844,0.44959098,0.45385703,0.4345691,0.5230097,0.46796763,0.48755682,0.4829826,0.45126128,0.50908643,0.45035076,0.46283785,0.48760176,0.49810156,0.45324826,0.46158147,0.49046865,0.46390557,0.5010777,0.4141032,0.48207375,0.4935291,0.43721208,0.49459127,0.48385277,0.54372084,0.4646457,0.48976782,0.5226952,0.5639534,0.45806396,0.50304085,0.45485762,0.45880654,0.51771283,0.48064628,0.45108584,0.5276763,0.5096428,0.5280718,0.4788837,0.48666966,0.48819667,0.5515881,0.48675063,0.5032351,0.53085405,0.52682304,0.400406,0.4954638,0.44694126,0.45197198,0.5110676
SNORD49A,0.4785561,0.459835,0.49374652,0.5221556,0.49232247,0.4958898,0.51260406,0.4695815,0.50432295,0.4708333,0.5181544,0.49206442,0.52806634,0.49333912,0.48187405,0.43551862,0.57161206,0.5431726,0.5286875,0.5731285,0.536386,0.44357452,0.55000895,0.48770887,0.52481174,0.46798366,0.5301551,0.5086237,0.4781841,0.49082214,0.5089744,0.5296527,0.47788805,0.46485335,0.47130013,0.44499585,0.47484162,0.47123897,0.49720806,0.52679694,0.54634476,0.46000716,0.42534974,0.47173887,0.5439321,0.53118896,0.5315737,0.519148,0.4999925,0.4189902,0.52412707,0.5211447,0.5155819,0.515655,0.51318836,0.47357333,0.5461134,0.5182703,0.50564826,0.4763119,0.4801972,0.57262427,0.48987165,0.48927516,0.5314052,0.5493497,0.44452792,0.46997857,0.5148874,0.5164017,0.4705666,0.53111464,0.4868487,0.4934776,0.49764365,0.5411822,0.46222952,0.46364385,0.43315822,0.51719517,0.4773358,0.4995267,0.48159385,0.4421626,0.50628304,0.4508922,0.45592144,0.48127654,0.46830714,0.47512808,0.49936375,0.5050453,0.48313814,0.47345984,0.4098444,0.4907503,0.5081433,0.47759503,0.5099256,0.4676151,0.5726259,0.50481737,0.47297516,0.5222586,0.56312746,0.48181793,0.5193485,0.43517828,0.4705515,0.5280691,0.4966651,0.4748456,0.5242689,0.5118573,0.5289518,0.48476163,0.4833856,0.4984566,0.5367391,0.49296257,0.49836612,0.52057403,0.5258214,0.4012299,0.48454395,0.46219733,0.47827846,0.49864095
KEAP1,0.47524798,0.45632073,0.4213364,0.59702086,0.45190814,0.4928848,0.4346541,0.4289468,0.527316,0.38190815,0.47433323,0.4392902,0.5515212,0.50203747,0.41538447,0.4403456,0.64609176,0.6380359,0.5827981,0.58573127,0.61975497,0.41420197,0.6013847,0.5087822,0.46063948,0.4231925,0.6037617,0.4840657,0.5149608,0.4507956,0.5585031,0.54709136,0.46341744,0.46287644,0.41848153,0.44210267,0.44967383,0.42781496,0.39161792,0.4766045,0.48325384,0.44095698,0.43712157,0.43240288,0.548473,0.5951111,0.5970785,0.5165567,0.49541074,0.37341926,0.53281915,0.58806974,0.5342883,0.5484445,0.553704,0.3605164,0.5554804,0.5948831,0.47815207,0.49702448,0.49546173,0.49106902,0.48198736,0.42275894,0.54321516,0.6523907,0.4067148,0.4763891,0.5867272,0.5807913,0.40038633,0.58302647,0.44263294,0.4697962,0.5192089,0.57095146,0.39215147,0.42926297,0.39237753,0.5505631,0.42471272,0.49020955,0.4374556,0.43498647,0.53543186,0.4300139,0.4121697,0.43722484,0.5588741,0.45342478,0.44774714,0.43903664,0.43522966,0.49134013,0.4234345,0.5045185,0.47569397,0.3724303,0.41713658,0.5206334,0.4888127,0.44131258,0.48709264,0.5447566,0.6051455,0.48205045,0.44859338,0.43742314,0.4051888,0.55002457,0.5201196,0.43480682,0.5466539,0.5827131,0.5276168,0.3956689,0.49139974,0.48058692,0.6092295,0.50610155,0.5601065,0.55411094,0.59519255,0.31348783,0.5618385,0.42104992,0.37957874,0.5547655
VCAN,0.46072713,0.46377417,0.4603145,0.5497652,0.46757427,0.49302712,0.4784115,0.45613176,0.5146703,0.42968017,0.50014675,0.47413966,0.53690404,0.5077228,0.44683307,0.4508041,0.59374267,0.5713765,0.53827673,0.5783402,0.5573981,0.42895693,0.5681287,0.49942273,0.51465315,0.45632684,0.5515024,0.5062868,0.48423913,0.47212163,0.5170207,0.5437075,0.48555553,0.48074892,0.45218676,0.44622958,0.45856524,0.4496649,0.45493123,0.48847535,0.54057497,0.45302385,0.43259755,0.4535544,0.54112464,0.55403644,0.55187744,0.52580124,0.50387686,0.39776495,0.5226414,0.5391316,0.5265311,0.52128524,0.524923,0.4288986,0.55184454,0.5460259,0.513241,0.49040115,0.49038202,0.52547926,0.4835102,0.46942186,0.5316348,0.5715778,0.43025067,0.4605722,0.53766376,0.5262687,0.4628782,0.5424785,0.45393765,0.48016086,0.50613284,0.54427683,0.45035714,0.45290673,0.4213842,0.5302492,0.46422037,0.49416915,0.4757366,0.4438797,0.51180863,0.45031983,0.4545505,0.48107067,0.49463308,0.45632282,0.4644087,0.48854175,0.4660347,0.49029854,0.41911682,0.4919682,0.5064109,0.43049398,0.4871419,0.48776823,0.53710943,0.45656592,0.49058402,0.52580315,0.5736463,0.46302965,0.50264484,0.4463962,0.45252275,0.52431333,0.48865378,0.4495224,0.5301689,0.52089864,0.5338053,0.4659529,0.4831317,0.4906431,0.5594614,0.48504686,0.5172495,0.53672796,0.53707165,0.38215646,0.5052712,0.44351128,0.44812626,0.5140588
FOSL2,0.45238307,0.43724534,0.386197,0.6526443,0.41777644,0.49554747,0.40103793,0.4231813,0.5368777,0.31823143,0.45971817,0.41612917,0.5659545,0.5163568,0.37156224,0.4405868,0.70175755,0.6873499,0.6009358,0.6009703,0.6574681,0.36791435,0.6595537,0.52949166,0.43255025,0.40461037,0.6556707,0.48096406,0.52812815,0.41905275,0.5920186,0.5799286,0.4539238,0.46706787,0.39425826,0.43756065,0.4039748,0.39458826,0.33443436,0.45954067,0.45730573,0.42868125,0.4252498,0.39891022,0.54574037,0.6336915,0.6480957,0.5509048,0.4967012,0.3642048,0.5574481,0.6306537,0.55261755,0.5722037,0.5956621,0.28666395,0.57234544,0.6473124,0.46054393,0.5169912,0.48865253,0.43667614,0.5032437,0.38355023,0.55314016,0.70470697,0.38668308,0.46748403,0.6295394,0.61180955,0.35726124,0.62903494,0.42096364,0.45774722,0.5475892,0.5981697,0.36019602,0.40203097,0.3495627,0.56904185,0.39918745,0.49547467,0.41067576,0.4169803,0.5720934,0.41370308,0.3932226,0.42114252,0.5948254,0.44168535,0.4249029,0.41066942,0.42305398,0.48315552,0.43060946,0.5353249,0.484711,0.3222714,0.37868428,0.54772174,0.4432209,0.39647865,0.51110023,0.5626561,0.65188676,0.47270757,0.4285168,0.41721207,0.36740994,0.57029,0.54351085,0.3929903,0.5577043,0.62143105,0.54008716,0.3449402,0.48843753,0.47141317,0.65681356,0.49681148,0.6032005,0.5836457,0.63161206,0.2549488,0.60790837,0.38627958,0.33536857,0.57769376
ESRRA,0.4313899,0.43327385,0.35510334,0.67584777,0.4018029,0.4862642,0.37707788,0.4182959,0.5554167,0.29415652,0.44018403,0.3957516,0.583763,0.53349936,0.3332785,0.4508809,0.7411119,0.7298202,0.6146119,0.6205873,0.6944064,0.34423566,0.6746555,0.5375571,0.42726114,0.3877373,0.67094266,0.4777758,0.5366132,0.39276853,0.60117084,0.59482944,0.45102292,0.47560954,0.37350592,0.43680355,0.38279518,0.37687516,0.28978515,0.4392059,0.44808897,0.41648674,0.4284224,0.37368426,0.5530936,0.6649327,0.6899788,0.54324627,0.48393407,0.34751663,0.5586807,0.6502695,0.5626258,0.57526845,0.6250262,0.25175193,0.58546567,0.678812,0.47016796,0.5194048,0.49310642,0.39901882,0.5028449,0.3426417,0.56622267,0.74394673,0.36628717,0.45182422,0.6507825,0.6332058,0.35140735,0.6527906,0.37856513,0.43677318,0.57142246,0.59999,0.33858132,0.3869306,0.34273922,0.5878641,0.36360547,0.4909581,0.40432888,0.39800408,0.58460027,0.40164062,0.37922975,0.4154299,0.6255242,0.42689213,0.3896128,0.37795225,0.39678892,0.49363232,0.43313703,0.53678113,0.48597783,0.26490727,0.3673371,0.5733659,0.42989075,0.3611821,0.511947,0.5761988,0.6666225,0.4375727,0.40000668,0.40551472,0.3350754,0.5702787,0.54738784,0.3699271,0.5810034,0.6389765,0.5486948,0.30758846,0.48831666,0.46356678,0.676145,0.49455056,0.63184315,0.6029412,0.6522189,0.21427172,0.63900775,0.35361603,0.2970202,0.6061376
EIF4EBP1,0.480829,0.45455733,0.4916262,0.54462576,0.48725864,0.4962062,0.51001996,0.46686885,0.505763,0.45459387,0.5145954,0.4855998,0.54251504,0.48969063,0.47125667,0.43384013,0.5942171,0.57083404,0.5461505,0.58804554,0.5582453,0.4369765,0.55965304,0.49245566,0.518149,0.45666793,0.5421923,0.51020306,0.48343652,0.48306158,0.51593363,0.5366586,0.4742925,0.46264148,0.47505313,0.44559243,0.455923,0.46579084,0.4829509,0.5263919,0.53454745,0.47956836,0.42388457,0.46503848,0.5508259,0.54509854,0.5571633,0.51544386,0.49799705,0.42255515,0.52837855,0.5385811,0.5173129,0.5164508,0.5258537,0.4576055,0.54703563,0.53484035,0.5010273,0.47976816,0.48542815,0.5722178,0.49589097,0.47266155,0.5409676,0.57631725,0.44710857,0.46082735,0.5271535,0.5390077,0.46408114,0.54612166,0.4797617,0.49496797,0.5086372,0.54924935,0.45269018,0.46183264,0.42686453,0.5315752,0.46846992,0.5013025,0.4701267,0.4333041,0.51147443,0.44477972,0.4433368,0.4686557,0.4937969,0.47838396,0.50154567,0.48414713,0.4750411,0.46984395,0.41432434,0.4930735,0.5156816,0.45311075,0.50139046,0.47350168,0.56450766,0.49980566,0.47039717,0.5313012,0.5681614,0.48400107,0.5092071,0.42282227,0.461187,0.5328959,0.50839424,0.47690466,0.5408602,0.5266681,0.5312395,0.46849295,0.4827184,0.498331,0.5413855,0.49247637,0.5157077,0.5267771,0.5453616,0.37262732,0.5083626,0.46124017,0.46647418,0.5135425
GLUL,0.4958024,0.45441633,0.5208115,0.5230842,0.51429474,0.49604383,0.5264486,0.46982136,0.5028676,0.47312546,0.53143495,0.49954826,0.55291677,0.47057387,0.5010536,0.4222774,0.59581846,0.56477964,0.54495573,0.6056073,0.56320864,0.45447722,0.5529602,0.4878534,0.5276757,0.4475151,0.5304213,0.5086434,0.49093577,0.5040496,0.5086754,0.53173035,0.47374743,0.44754767,0.49446416,0.44279,0.45379886,0.486881,0.51134145,0.5577489,0.531002,0.49037513,0.41815236,0.47277358,0.55767435,0.538719,0.5549663,0.5064621,0.50351465,0.43458572,0.52421767,0.52975786,0.5168855,0.5032427,0.53110886,0.48061433,0.5483909,0.52830195,0.50293154,0.47015315,0.4823676,0.61334205,0.49819574,0.4750942,0.5453745,0.5835414,0.4661075,0.46926486,0.5153765,0.5495195,0.46901703,0.5529682,0.49587855,0.5068754,0.516251,0.5583734,0.4541226,0.4617775,0.4362709,0.53257656,0.47247583,0.5049,0.46410438,0.43137705,0.5190837,0.44892183,0.44304186,0.4640835,0.50695604,0.49864393,0.52280307,0.48003656,0.4703399,0.45644274,0.39946473,0.4867633,0.517669,0.47027656,0.52829987,0.46088848,0.59954154,0.53644556,0.4521257,0.5403029,0.57398045,0.5019595,0.52364475,0.40598223,0.47366092,0.5436708,0.5189732,0.50689536,0.5551139,0.51702625,0.52985233,0.47465327,0.48061445,0.5022689,0.5191042,0.50010294,0.51445216,0.51933277,0.54527605,0.3681263,0.50764406,0.47468534,0.47743487,0.5203226
RFX7,0.4833777,0.46422032,0.48810774,0.5178431,0.50083363,0.49190885,0.5065524,0.46109554,0.5036034,0.48008445,0.5221527,0.49703962,0.5273373,0.48450467,0.49237183,0.4423804,0.5679288,0.5375346,0.5272806,0.56832886,0.5397601,0.4537296,0.53925514,0.48751906,0.52519786,0.4679223,0.5226427,0.5083623,0.48699203,0.49365667,0.50789464,0.5248247,0.4774504,0.46276245,0.47269064,0.444517,0.482677,0.48070413,0.5083659,0.52518773,0.5528769,0.45226884,0.42592412,0.48098874,0.552134,0.535796,0.52521944,0.5108506,0.49555638,0.41605824,0.5167565,0.5136133,0.51185924,0.50366414,0.5028229,0.48705965,0.5448708,0.5106199,0.51134026,0.47503796,0.4873634,0.58021176,0.48022726,0.48841867,0.5340723,0.54624397,0.4496536,0.47454613,0.51421684,0.5100607,0.47864336,0.5218837,0.483877,0.49695146,0.49179935,0.53585434,0.46334258,0.46853104,0.44714278,0.5142403,0.48181748,0.48736656,0.48609045,0.44509587,0.501413,0.44778886,0.4609354,0.4852402,0.47763163,0.4732423,0.49849808,0.50526994,0.48153237,0.4810443,0.4037582,0.47719485,0.4928339,0.4863771,0.5181448,0.4607604,0.57988435,0.5118345,0.47055855,0.5233773,0.55275,0.4746678,0.5233968,0.43644485,0.4760442,0.5238776,0.4918086,0.47246727,0.52399886,0.5013881,0.5246908,0.49346563,0.48553884,0.49956825,0.53065425,0.4954595,0.49093613,0.51669943,0.52071345,0.40917793,0.47545213,0.46616772,0.48062864,0.4996993
