,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
NONO,0.45873827,0.44042557,0.39371684,0.6491575,0.42699087,0.4938176,0.40450087,0.42387214,0.541682,0.33671913,0.46215037,0.4183842,0.5662302,0.51764303,0.3718134,0.44359487,0.7067185,0.6945431,0.60253596,0.6171222,0.66236234,0.37439555,0.6431213,0.51452893,0.44007105,0.40665516,0.639953,0.4858085,0.5172805,0.41304424,0.57677704,0.58396167,0.4546413,0.47220322,0.40216437,0.43584302,0.40865418,0.40178117,0.33743855,0.4522697,0.46477377,0.4369601,0.4293592,0.4022728,0.5566332,0.6325136,0.65341663,0.5283193,0.48350134,0.35956493,0.5485835,0.62838584,0.5429287,0.5631102,0.5904038,0.2929616,0.5726618,0.64135724,0.4698849,0.5032156,0.4943703,0.44906434,0.5007397,0.38453245,0.5588532,0.70260966,0.3933741,0.45652372,0.6314087,0.6107979,0.36920205,0.61724967,0.40823257,0.45408484,0.54283607,0.5798846,0.3640672,0.4126295,0.36189497,0.5737958,0.39116666,0.4897637,0.41192245,0.41661736,0.55550843,0.42039958,0.39530683,0.43132877,0.59855175,0.43026394,0.42237583,0.40639523,0.41454425,0.492344,0.43162715,0.5192418,0.48376295,0.30692995,0.3899541,0.5472,0.4594451,0.40615293,0.49742836,0.5659117,0.6342456,0.46183518,0.43109754,0.41529703,0.37112382,0.5576037,0.53450215,0.40452,0.56856596,0.60858005,0.53875196,0.34467933,0.48794875,0.47293133,0.6446934,0.5031236,0.6012003,0.5880798,0.6355508,0.25753462,0.5976067,0.3932124,0.34147346,0.5822739
SLC25A4,0.4963634,0.45489147,0.51362705,0.50611085,0.5246569,0.4880145,0.52852315,0.46370608,0.5027183,0.49792203,0.5413503,0.5073946,0.5366872,0.47042072,0.5154637,0.42114285,0.57196105,0.53718513,0.5272316,0.5841872,0.5394721,0.45834023,0.5362414,0.4804285,0.5341982,0.4587432,0.5126607,0.5053548,0.49131662,0.5015859,0.50825906,0.5243657,0.47171512,0.4450906,0.48965877,0.4390832,0.4768113,0.49678686,0.52904564,0.55784994,0.55450886,0.46411657,0.4089304,0.48661172,0.56492966,0.5296523,0.529693,0.5058541,0.4922216,0.42912626,0.5188756,0.5089529,0.51567733,0.49727917,0.50223047,0.5087957,0.5459671,0.5040355,0.5079291,0.4636581,0.48061785,0.6268471,0.48425433,0.4929453,0.538722,0.55022067,0.46070638,0.47693005,0.49963316,0.5174709,0.48191696,0.52548236,0.5071754,0.5023021,0.49724555,0.54234993,0.46582922,0.4657384,0.44660187,0.51940334,0.4803641,0.4966708,0.48120454,0.43580708,0.50500745,0.4471022,0.45408607,0.48003766,0.46876186,0.49062642,0.5239768,0.50424635,0.4848715,0.45948005,0.38503838,0.47375128,0.49882248,0.5048617,0.54098475,0.44698238,0.61368513,0.54582494,0.44898093,0.530873,0.5582829,0.49127534,0.5368675,0.40961027,0.4822219,0.53372854,0.5054362,0.50011504,0.53884596,0.49712697,0.5252208,0.49296036,0.47872216,0.5055372,0.51411337,0.5063199,0.48704875,0.51025635,0.5274316,0.391237,0.47335553,0.4729083,0.4899659,0.49890953
YEATS2,0.45998466,0.4392479,0.3561279,0.69316435,0.406538,0.49219579,0.35675845,0.3980761,0.5518292,0.28528032,0.4382258,0.38212818,0.59174985,0.5039889,0.3338453,0.43360326,0.75022805,0.7452625,0.6421259,0.6236631,0.71895784,0.35950005,0.6814968,0.5275992,0.40848798,0.36127618,0.69680697,0.46139178,0.5535682,0.39490488,0.61778414,0.58202535,0.4451314,0.45049635,0.36863124,0.43697193,0.39120397,0.37216118,0.2788596,0.4388503,0.4251626,0.40637723,0.43241954,0.36869627,0.5574898,0.6760935,0.6911588,0.5382027,0.4907893,0.33517188,0.56612134,0.6708725,0.5667394,0.58609986,0.6229773,0.23306485,0.58440524,0.69773203,0.44333756,0.51774496,0.49547356,0.41157818,0.49246502,0.34667277,0.5709467,0.77092737,0.3790477,0.4735026,0.67675686,0.66317093,0.31949717,0.6655033,0.39270502,0.44134447,0.5704307,0.6257336,0.3185093,0.37968215,0.33061087,0.58716124,0.3644631,0.48066953,0.3795251,0.4121415,0.5940403,0.39405313,0.36570686,0.38274732,0.66502804,0.4407861,0.39673907,0.36349788,0.38317576,0.49104533,0.43101877,0.5306044,0.45413533,0.2630849,0.33459395,0.57457304,0.41313684,0.37631723,0.5021376,0.59407026,0.6840519,0.47558764,0.38938698,0.40803817,0.3238995,0.5945644,0.56147176,0.38220745,0.5889454,0.65757656,0.5271381,0.2897166,0.4851051,0.4516478,0.6936589,0.5212675,0.6460838,0.5990376,0.6760553,0.19891469,0.6665256,0.36384678,0.2748186,0.621973
DDAH2,0.49096745,0.45053363,0.51551026,0.5098725,0.52595305,0.49130002,0.52934825,0.4590963,0.50214,0.49144164,0.53553104,0.50417316,0.5406797,0.47080597,0.50469905,0.41412205,0.57453793,0.5397021,0.5298995,0.58338475,0.54035825,0.45722696,0.542375,0.48724484,0.5284285,0.45812201,0.5240879,0.50546956,0.48640344,0.5041754,0.51365256,0.52387714,0.47032824,0.44440657,0.48765436,0.4358364,0.47267294,0.4937428,0.5291236,0.5610093,0.54980564,0.4618263,0.4011384,0.48520875,0.55676204,0.53402287,0.5283527,0.51284784,0.49770603,0.43134618,0.5223413,0.51816154,0.5146708,0.5015145,0.50745237,0.50408345,0.5416546,0.5039639,0.5024819,0.46441278,0.4714515,0.6254862,0.49122927,0.49130315,0.5382118,0.5467269,0.45912567,0.47463942,0.50249636,0.5222875,0.4767512,0.5262415,0.5125699,0.5069009,0.49454695,0.55228543,0.46665376,0.46491462,0.4391157,0.5256722,0.48278242,0.5011048,0.48159763,0.43474224,0.508414,0.44323012,0.45291054,0.47207057,0.46889445,0.49600682,0.52386546,0.5064009,0.48652434,0.45548573,0.39021558,0.47723046,0.50242525,0.51537687,0.53097826,0.44612652,0.6109803,0.53860664,0.45279524,0.5250191,0.5612587,0.49591994,0.53748083,0.41280589,0.4813953,0.5382485,0.5072044,0.49788615,0.53199655,0.5086194,0.53122586,0.4971489,0.48145384,0.5088417,0.5208387,0.5089009,0.4909981,0.5087209,0.53121054,0.3887,0.47527346,0.47099054,0.48875582,0.49356517
RAD51,0.4309635,0.42117906,0.34323505,0.6968857,0.39290896,0.4972254,0.37328476,0.40829763,0.55045146,0.27481854,0.44081384,0.39568222,0.5989204,0.5425801,0.3213644,0.4409688,0.76927096,0.7489839,0.6260803,0.63761264,0.704738,0.33579743,0.69398445,0.53865856,0.42756456,0.37105724,0.67887765,0.4856414,0.53496164,0.39072385,0.6082495,0.60587466,0.44749418,0.47024593,0.37338734,0.43766227,0.36811095,0.3772348,0.27543718,0.42481333,0.44327736,0.41330633,0.4203592,0.36151552,0.549387,0.6798275,0.70336586,0.55537367,0.47867417,0.3425719,0.5615805,0.6628781,0.5716431,0.574104,0.63167924,0.2338748,0.59264684,0.6899857,0.46320012,0.52133125,0.5021651,0.3980913,0.5138683,0.33460447,0.5728272,0.7613738,0.36205763,0.44564608,0.66662884,0.6508503,0.34502703,0.6582076,0.37073418,0.4255832,0.57804084,0.6032877,0.33476728,0.37681863,0.32564807,0.59570414,0.35292494,0.49111837,0.39342022,0.3882992,0.58932406,0.39301488,0.3745289,0.40862703,0.6448646,0.41831633,0.3885733,0.3648483,0.39465344,0.48826197,0.4321409,0.53971946,0.49325243,0.24884664,0.35816914,0.5645767,0.42446074,0.35454372,0.51049393,0.5859672,0.67912006,0.42687815,0.40028813,0.39177823,0.33288392,0.5785221,0.556708,0.36568412,0.59003276,0.64540863,0.55917954,0.3012654,0.48170862,0.45899653,0.6844335,0.48833984,0.64756393,0.61738575,0.6735492,0.19450404,0.649995,0.3460972,0.2879248,0.6065167
ARHGAP21,0.4885552,0.45939204,0.49173835,0.528593,0.495592,0.48992628,0.50916266,0.46714547,0.50728935,0.46790373,0.5214763,0.49216685,0.5416151,0.483548,0.4866001,0.4343561,0.58645576,0.56085193,0.5397433,0.58599144,0.55480367,0.44853842,0.547091,0.4853918,0.5255028,0.45770746,0.52730465,0.5095007,0.48987466,0.491098,0.51142824,0.5336847,0.47509038,0.45753518,0.47441983,0.44605383,0.46735224,0.47619703,0.4930868,0.5292303,0.5386259,0.47277945,0.4267606,0.4727257,0.55789083,0.5393093,0.54990065,0.5071398,0.49419737,0.42154428,0.5250187,0.5242763,0.51562315,0.50636244,0.5165094,0.4744616,0.5505233,0.5286482,0.5035431,0.47602993,0.49142057,0.58388513,0.4855022,0.47675666,0.5397321,0.5724013,0.44906336,0.46797284,0.51945484,0.5288692,0.47192806,0.54307425,0.48283926,0.49235287,0.5061775,0.5416491,0.4544792,0.46367726,0.43961364,0.52593297,0.46791303,0.50035864,0.4724719,0.43707007,0.5095919,0.4473322,0.44680175,0.47627497,0.4894514,0.47904912,0.50399023,0.48945102,0.47332814,0.47401252,0.40546796,0.48540488,0.50587523,0.46158716,0.51100457,0.47197467,0.5760785,0.51401895,0.4615258,0.535516,0.5622899,0.48238358,0.51104635,0.41947418,0.46618804,0.53125435,0.5093799,0.4838826,0.5454959,0.5143865,0.52455264,0.47075903,0.48291275,0.498987,0.52942514,0.49840295,0.5073278,0.5182724,0.53603005,0.3796615,0.49835473,0.46554807,0.46955514,0.5120534
MIR669E,0.504338,0.4462431,0.54627323,0.4832918,0.5692135,0.48767138,0.5609051,0.45051253,0.5020097,0.5290881,0.5618907,0.5176511,0.5469811,0.4471697,0.53339064,0.3938986,0.56538355,0.51963973,0.5204837,0.58536905,0.5374012,0.4759981,0.53205377,0.47634432,0.53799915,0.45125285,0.5087439,0.49844134,0.49389842,0.5228683,0.52221155,0.5167038,0.4631521,0.42505118,0.5071286,0.4280742,0.47585177,0.5285356,0.56997573,0.6008842,0.5715576,0.44310018,0.36963913,0.4978297,0.57788664,0.52733874,0.51626384,0.5079589,0.48634326,0.43784064,0.5122509,0.50165766,0.52177703,0.49062145,0.49833947,0.54941064,0.53551835,0.47605333,0.50312126,0.44513583,0.4731442,0.6817549,0.49850342,0.51564366,0.54558825,0.52357036,0.46780124,0.48867318,0.48702002,0.51559156,0.49103913,0.50515676,0.5379809,0.52042294,0.4878912,0.55624926,0.48046523,0.45794854,0.4429134,0.5209029,0.4957887,0.4915161,0.48405516,0.42983702,0.5040876,0.43472967,0.469378,0.46887347,0.44939825,0.5135906,0.54457,0.5240727,0.49241006,0.44124776,0.35718158,0.45551857,0.48732698,0.5661548,0.5608093,0.40884596,0.6607132,0.58121383,0.4312717,0.52668417,0.56003606,0.5023209,0.56969327,0.3962846,0.4950771,0.5455985,0.50944686,0.51472485,0.53386563,0.4927792,0.534354,0.5137392,0.47220072,0.51913756,0.5067195,0.5281272,0.47686556,0.4963383,0.5271827,0.38459325,0.44231284,0.47406325,0.5051064,0.48591706
ZFP277,0.482026,0.46601015,0.4848231,0.51826215,0.49619317,0.4916141,0.50427186,0.46094063,0.50484896,0.4754598,0.5201109,0.49553865,0.52714044,0.48720318,0.489852,0.44277275,0.5677036,0.5378955,0.5257394,0.5677494,0.5384843,0.4531225,0.53945553,0.4893798,0.52585936,0.4669977,0.52245647,0.50607055,0.48545805,0.49236733,0.50814813,0.52470946,0.4793328,0.46464804,0.46832827,0.4453091,0.48151746,0.47884557,0.5026067,0.5227484,0.55255795,0.45319408,0.427012,0.47836125,0.5501801,0.5355059,0.5238723,0.5112452,0.49852404,0.41222084,0.51731485,0.5134601,0.51271534,0.50687456,0.5025564,0.48446298,0.5444236,0.5134587,0.51208144,0.47762424,0.48750252,0.5766882,0.47946444,0.48787236,0.5307797,0.5482132,0.44748265,0.4745553,0.5129088,0.5093075,0.47740656,0.52261186,0.4812832,0.4953086,0.4912979,0.53623986,0.46220654,0.46568936,0.445253,0.5148131,0.48121554,0.489637,0.48566175,0.44768015,0.5027147,0.44957262,0.46117803,0.48463583,0.47729644,0.47266677,0.49598703,0.5050797,0.48045534,0.48343107,0.40416396,0.47961465,0.49521023,0.48239258,0.5149386,0.46398914,0.5750225,0.5074758,0.47220305,0.52146095,0.55403465,0.4759104,0.5209492,0.4400212,0.4738957,0.5228235,0.49059716,0.47173008,0.5235917,0.5021924,0.5245475,0.49296558,0.48618692,0.49837476,0.53231984,0.49516863,0.48916873,0.5161878,0.52164626,0.4098202,0.4774115,0.46455866,0.47832316,0.4989679
NPAS2,0.42625022,0.4195888,0.39649183,0.64873886,0.40602845,0.49135965,0.42703518,0.42419752,0.5320187,0.3096011,0.4577854,0.4170773,0.5880563,0.5172656,0.34495172,0.4319353,0.70923203,0.6922185,0.58970153,0.61959493,0.6463546,0.34003398,0.67223996,0.53652227,0.4577821,0.4041759,0.6687478,0.48877016,0.5192772,0.4178577,0.59627146,0.5829264,0.45629215,0.47660998,0.401689,0.43443996,0.36836708,0.36629388,0.33392113,0.47043613,0.4553068,0.45181906,0.40895984,0.39062545,0.536453,0.64033365,0.6645344,0.56413347,0.51586264,0.39261267,0.57695943,0.63171506,0.57488275,0.5665048,0.6273615,0.2878145,0.5754341,0.65072834,0.44971496,0.53000903,0.4551671,0.4446766,0.52701956,0.3868728,0.57508945,0.70098,0.3768743,0.44632077,0.6220616,0.6244477,0.36597213,0.65431565,0.43017885,0.4383931,0.5698157,0.6192,0.38629025,0.39359415,0.34314984,0.59506816,0.38291928,0.53609097,0.41034496,0.39855883,0.5842421,0.40401325,0.3856771,0.418977,0.5501554,0.4774395,0.4331582,0.41575134,0.4221911,0.47007358,0.42779687,0.54165745,0.53129816,0.31537023,0.39019236,0.55337435,0.444904,0.3729573,0.507471,0.5579411,0.65991795,0.47376242,0.4458302,0.3948308,0.34366187,0.58759314,0.5439146,0.39726388,0.5796898,0.6302491,0.5430202,0.34421566,0.46761838,0.48402599,0.64945734,0.4959271,0.6103228,0.5657479,0.64043826,0.24036506,0.6186887,0.3792839,0.34022912,0.5626108
ZBTB10,0.47495675,0.46479303,0.46746746,0.5335508,0.4778339,0.4894296,0.48588488,0.46042186,0.5131682,0.44687316,0.50768775,0.4878086,0.5327915,0.4983681,0.46835557,0.45009148,0.5854817,0.55954117,0.53297806,0.5724414,0.54925084,0.43948534,0.55141896,0.49426988,0.52291185,0.45676172,0.53747493,0.50564104,0.48979944,0.47878745,0.5111794,0.535058,0.48496306,0.4728324,0.4564934,0.4452656,0.46885827,0.4644831,0.47140554,0.503958,0.5407761,0.4602737,0.43368438,0.4640028,0.55005187,0.542733,0.5416022,0.51082623,0.50380325,0.40302527,0.5242479,0.5245046,0.5210369,0.51320493,0.5163065,0.45258048,0.5482287,0.5353475,0.51182675,0.48843628,0.49308914,0.5511315,0.47739667,0.4726188,0.5321872,0.5718205,0.43703905,0.4662152,0.52391565,0.5216481,0.46644726,0.53983194,0.46359897,0.4824636,0.503114,0.54127085,0.45150894,0.45507377,0.4324195,0.5249302,0.46385002,0.4967052,0.47682974,0.44473,0.51065946,0.44853824,0.45324737,0.48136708,0.48943993,0.4641518,0.47822064,0.49023,0.468519,0.4895626,0.4122103,0.48705158,0.5033613,0.44746545,0.49881756,0.48244867,0.5502305,0.48388717,0.4788976,0.527796,0.5657479,0.46981043,0.5033483,0.4397882,0.4587049,0.5235147,0.49194363,0.46348783,0.5347421,0.51303285,0.52611136,0.47393152,0.4868775,0.4953677,0.5445011,0.49130216,0.50327486,0.5244083,0.5333297,0.38897014,0.49809057,0.45075503,0.45864907,0.5097745
GM23578,0.5052248,0.44397005,0.54646736,0.4849255,0.56951123,0.48996812,0.56183237,0.44984552,0.5021352,0.5278168,0.5625066,0.5168982,0.5492135,0.44549605,0.5323916,0.39217672,0.5668902,0.52030534,0.52165735,0.5850887,0.53843004,0.47388265,0.5336155,0.47708732,0.5389955,0.45115143,0.5107202,0.4987548,0.49525154,0.5238862,0.5234785,0.516183,0.46299607,0.42478344,0.508158,0.42690438,0.47329143,0.52958775,0.56995815,0.60273474,0.5705972,0.44374534,0.36748764,0.49868643,0.5775155,0.5293301,0.5180869,0.50898826,0.48592788,0.4391579,0.5151381,0.5034049,0.52011776,0.49008703,0.50194854,0.54907584,0.5368078,0.4763323,0.5012617,0.44372666,0.4728458,0.6831591,0.49939457,0.51489353,0.54705215,0.5251106,0.46824393,0.48860893,0.48820114,0.5177057,0.4906685,0.5057539,0.5376727,0.52012,0.48835257,0.5593467,0.47966743,0.4578801,0.4419129,0.5233884,0.49604082,0.49419755,0.48313943,0.42709336,0.5042197,0.43384078,0.46846387,0.46699455,0.44978234,0.5151685,0.54655457,0.52263576,0.49398324,0.43824714,0.35562605,0.4560424,0.48770285,0.5670598,0.5597937,0.40746638,0.6605859,0.5807931,0.43182907,0.5279199,0.5613415,0.5031474,0.57047814,0.3955439,0.49610937,0.5470687,0.51298374,0.5141041,0.5331075,0.49428093,0.53556645,0.5140237,0.4708971,0.5197059,0.50613934,0.5278954,0.47835395,0.49728763,0.52909654,0.38109964,0.44254562,0.47262883,0.5049722,0.4864603
AI506816,0.48068005,0.45841613,0.48749334,0.5331093,0.48870626,0.49459836,0.50889736,0.46316463,0.5045643,0.46298435,0.51743084,0.48814887,0.5341469,0.4902619,0.47791037,0.43759087,0.5771915,0.5532129,0.53543377,0.5764046,0.542458,0.44174856,0.55102473,0.4922981,0.5199028,0.4646941,0.5351225,0.50868464,0.48371658,0.48501837,0.5135299,0.533176,0.47710875,0.46526754,0.47134313,0.44685733,0.46939644,0.46987823,0.49002644,0.5214646,0.54095227,0.46731296,0.42369813,0.47081867,0.5488597,0.5403373,0.5396571,0.5172074,0.4991776,0.4190314,0.5281386,0.5274912,0.51493216,0.51408255,0.5140715,0.46857706,0.5461995,0.5254805,0.5035615,0.4809912,0.48176622,0.5701142,0.48845416,0.4817595,0.53460526,0.55791134,0.44594163,0.46557406,0.5205366,0.52262586,0.46825394,0.53630453,0.48290908,0.49454647,0.49995732,0.5437871,0.46056345,0.46422392,0.43357715,0.52409023,0.47301358,0.49811918,0.4789097,0.44153488,0.5085982,0.4482481,0.45202157,0.47695738,0.47885048,0.4743871,0.4985386,0.49715477,0.48139575,0.47665545,0.41337344,0.48940098,0.50834024,0.47130337,0.5047007,0.47105607,0.56478333,0.4994772,0.47238207,0.52598614,0.5610632,0.4795291,0.51634264,0.43159756,0.4669069,0.52828974,0.49841315,0.4710073,0.5288132,0.5142433,0.52701384,0.48103678,0.4855743,0.50025517,0.5394665,0.49198085,0.5007746,0.5189826,0.5335054,0.39249554,0.4926785,0.46274215,0.47257006,0.50254864
NKTR,0.49747285,0.45872837,0.511137,0.51819694,0.5130836,0.4931005,0.5232427,0.46945822,0.502702,0.48073515,0.53317034,0.50041187,0.54223895,0.47257474,0.50612396,0.42691725,0.5810374,0.55116564,0.537096,0.59166014,0.5509685,0.45687595,0.5440488,0.48291472,0.53232527,0.45653775,0.5196887,0.5085116,0.4929712,0.50068706,0.5072551,0.5293941,0.47500864,0.44843414,0.4880906,0.44319224,0.46820697,0.48790583,0.51294434,0.5462797,0.5414937,0.47800738,0.4212039,0.4783713,0.5601012,0.5330261,0.5443996,0.5078762,0.49581027,0.42978185,0.52289766,0.52052873,0.51298654,0.49993014,0.5168386,0.48976153,0.55116415,0.52064997,0.50642866,0.46962622,0.48637608,0.60746294,0.48782334,0.48337904,0.5406718,0.5689553,0.46096146,0.47335565,0.5109005,0.53125554,0.4759914,0.54174906,0.49509358,0.5022891,0.5073139,0.5464817,0.45834318,0.46568617,0.4437131,0.5245316,0.47632548,0.50219476,0.47272828,0.43609545,0.5102187,0.45021623,0.4494001,0.4750866,0.4892257,0.49082676,0.5182318,0.49239507,0.47739837,0.46233687,0.3967952,0.48236817,0.5076494,0.4784383,0.5279317,0.46165594,0.597735,0.53582036,0.45349547,0.5374867,0.5648242,0.4944843,0.5245219,0.41259712,0.4772664,0.5362177,0.5139204,0.49990526,0.54692626,0.5062512,0.52461463,0.4801767,0.4815347,0.50183904,0.5175761,0.49915195,0.5029825,0.5156164,0.5336478,0.38221052,0.49220946,0.4745809,0.48147985,0.51131535
RPP25,0.46564367,0.4534325,0.47498235,0.5518922,0.47021186,0.49700597,0.4969014,0.45996213,0.5099287,0.43241888,0.50356144,0.4733287,0.53834575,0.50330377,0.44959423,0.43763146,0.59266615,0.572819,0.54297084,0.58089244,0.5491917,0.4263025,0.5715074,0.5005925,0.5095154,0.45967737,0.5565947,0.5087427,0.4826718,0.47463018,0.52174443,0.54651713,0.47826013,0.47591704,0.46185648,0.44649184,0.45313635,0.45194533,0.4618433,0.5034538,0.5328584,0.46764016,0.4244875,0.45578912,0.54192704,0.5506196,0.55525094,0.530672,0.50550795,0.4136405,0.5336873,0.5442586,0.5230556,0.52432775,0.5302882,0.4340462,0.5505069,0.5430937,0.50122297,0.4868729,0.48039526,0.5389191,0.49567163,0.47173974,0.53578866,0.5658976,0.43392986,0.45714256,0.5350907,0.53347903,0.45938745,0.545887,0.47009033,0.48864028,0.5091972,0.552525,0.45736676,0.45695585,0.4141643,0.5346398,0.46576053,0.5019519,0.47052848,0.43760058,0.5124985,0.44783056,0.44663027,0.4717165,0.48422018,0.46543285,0.48142084,0.4910864,0.47516286,0.47878635,0.4204547,0.49929395,0.51935065,0.4455476,0.48643592,0.4815227,0.54068696,0.46821666,0.48522654,0.5250426,0.5764552,0.47516853,0.5065149,0.43656352,0.45584995,0.53094673,0.49879614,0.45541453,0.5301706,0.52735114,0.53585285,0.46668673,0.4834359,0.49783257,0.5595109,0.486805,0.51776564,0.53029853,0.54295987,0.37447593,0.50642526,0.44842675,0.45575884,0.50916415
KLF4,0.43166614,0.40145764,0.41120216,0.64272356,0.4130232,0.4948933,0.45447478,0.40875918,0.5365248,0.29140413,0.46227926,0.40894082,0.5995171,0.54290456,0.3376454,0.40175173,0.7117615,0.69683015,0.58514655,0.63354754,0.6096294,0.33314413,0.680308,0.5508708,0.4429467,0.4057777,0.675048,0.49456465,0.51499426,0.41576165,0.6033495,0.59479684,0.44547355,0.4732894,0.40073127,0.42275307,0.37312868,0.37468776,0.3288425,0.4780277,0.4524063,0.47359958,0.37560356,0.38180205,0.5278519,0.6326611,0.66395974,0.5745816,0.53028214,0.409408,0.5843491,0.64752525,0.57190657,0.580984,0.6318268,0.28124037,0.575161,0.6435971,0.44321644,0.50750875,0.4262141,0.46799478,0.53914833,0.3795837,0.566032,0.68311703,0.36764708,0.42357415,0.5954772,0.63365465,0.36301696,0.6455438,0.44423902,0.44438592,0.55890244,0.6403024,0.41101906,0.38997656,0.31812194,0.62554395,0.38323724,0.553608,0.39936706,0.38022402,0.57889986,0.41943055,0.37983316,0.39465556,0.51589465,0.47481716,0.44149694,0.43168455,0.42516243,0.44612157,0.43415818,0.5521799,0.56989765,0.33528018,0.38863122,0.5382101,0.45873088,0.36766976,0.5026438,0.5319701,0.6708993,0.4786356,0.4516055,0.3820707,0.3649166,0.58299565,0.5414461,0.40946957,0.56482947,0.63373595,0.572698,0.359847,0.48202068,0.499375,0.65054965,0.4999768,0.6079262,0.57004225,0.6595874,0.22196984,0.60507673,0.3607695,0.34265667,0.55821604
WDFY1,0.49347088,0.45907182,0.5019624,0.5129882,0.510209,0.49087915,0.5208942,0.465599,0.5044708,0.48594928,0.5299148,0.5008398,0.53428555,0.47761706,0.5027429,0.42886782,0.571371,0.54290825,0.52975607,0.5770375,0.5412815,0.45677882,0.5373499,0.48454815,0.52938056,0.4622876,0.51730067,0.5061174,0.4887023,0.49851513,0.5095567,0.5259943,0.47303224,0.45216575,0.47952747,0.44450727,0.47745878,0.48580247,0.512414,0.5404167,0.5461936,0.46609944,0.4209479,0.48163489,0.5570008,0.53031415,0.5326267,0.5065046,0.49447885,0.42757332,0.5219035,0.51262814,0.51317334,0.50307864,0.50719714,0.49507827,0.5456303,0.5134141,0.50484866,0.47197804,0.48584092,0.60062796,0.4849736,0.48738134,0.5346546,0.5548073,0.4547829,0.47353792,0.5058582,0.5170444,0.4762447,0.5320527,0.49620327,0.49867222,0.49852023,0.5402703,0.45955214,0.46765712,0.4450426,0.5194768,0.47759965,0.50026613,0.4805612,0.43936092,0.50341237,0.4476348,0.45253888,0.47994933,0.47351146,0.48598006,0.51218385,0.5016372,0.4822581,0.4681353,0.39842057,0.48104218,0.5005992,0.48801932,0.5221095,0.46030837,0.59058934,0.5298621,0.45797893,0.52949584,0.5564804,0.48844665,0.52331007,0.42134306,0.47598526,0.5307685,0.5068423,0.49008232,0.5367449,0.5056434,0.5239223,0.48675832,0.48341545,0.5023472,0.52041906,0.5013535,0.4921732,0.51236093,0.5290779,0.39301956,0.48052216,0.47118393,0.483667,0.500756
DUSP9,0.4891613,0.452478,0.5077175,0.5306256,0.50552356,0.49177665,0.52085215,0.46732515,0.5059088,0.46340218,0.52722716,0.49256057,0.543282,0.48093286,0.4853066,0.42489025,0.58660114,0.5624715,0.5389336,0.5908082,0.5518299,0.44777453,0.5535506,0.49306774,0.5244663,0.45055994,0.534946,0.5063657,0.4903693,0.49268103,0.5175736,0.5342462,0.4759251,0.45226586,0.48496196,0.44635746,0.4548896,0.4824797,0.4972047,0.5418718,0.54200655,0.4873366,0.4127517,0.47415018,0.55856115,0.5369555,0.548666,0.5159384,0.50327545,0.4330978,0.52574736,0.53377444,0.5201897,0.5099808,0.5192332,0.4825703,0.54617304,0.530527,0.5024317,0.47411507,0.482174,0.6004591,0.49533278,0.47522575,0.5383102,0.56479466,0.45622107,0.46851,0.50665486,0.53686166,0.468983,0.5447617,0.49626738,0.50095135,0.51027375,0.55678314,0.4632994,0.46222565,0.43152997,0.53237486,0.47546002,0.5090811,0.4724009,0.4337104,0.5129947,0.44784012,0.44672552,0.46295762,0.48174056,0.4918568,0.51495504,0.49150246,0.4817329,0.45902678,0.41301218,0.487162,0.51970214,0.47989923,0.5185636,0.4614926,0.58621067,0.5194385,0.45701444,0.53348297,0.5684837,0.49733987,0.5208067,0.41397703,0.47199646,0.5363,0.51540977,0.49861625,0.54576904,0.51822996,0.53399515,0.48304534,0.48188677,0.5071397,0.5248815,0.49770284,0.505844,0.51790905,0.5482022,0.368572,0.49934033,0.46879798,0.47858548,0.5039532
