epoch,loss,AUPR,AUROC
1,0.6967409551143646,0.5053955183353097,0.4974375575010398
2,0.6944129168987274,0.5198514829652217,0.5292354357167443
3,0.6937237083911896,0.5428168115347777,0.5418958866475193
4,0.6930710971355438,0.5531552039465173,0.5602266076558965
5,0.6919062733650208,0.5684830281631981,0.5688337041018792
6,0.6904091536998749,0.5668505492621883,0.5884889921514347
7,0.6877446174621582,0.5775948208365731,0.5920550591187526
8,0.6874143481254578,0.5769700761050645,0.5915497620606702
9,0.6842560470104218,0.5833777238828737,0.5960430539092642
10,0.6814815998077393,0.5886693278720003,0.6064084346621352
11,0.6806442141532898,0.5818440951926138,0.603940786596294
12,0.6760745644569397,0.5949390111956212,0.6157029893617358
13,0.673093318939209,0.5992876220364904,0.6220128309598475
14,0.667561948299408,0.6104236681552696,0.6300923409937573
15,0.6654049158096313,0.6201981531654532,0.6441366658183995
16,0.6509571373462677,0.6519941634992188,0.6691847322529241
17,0.653063952922821,0.6252312436170409,0.6566923528381441
18,0.6362189054489136,0.6674732495342941,0.6919740111450005
19,0.6389844119548798,0.6629239556024147,0.6856067054600248
20,0.6305566132068634,0.6865401529613977,0.7066864899082175
21,0.6297731995582581,0.6762134557627975,0.7083555293285079
22,0.6172260642051697,0.699809151267631,0.7200193125156835
23,0.6201035678386688,0.7008653188304343,0.7124024505835862
24,0.6021482944488525,0.7134284684147059,0.7336808961781641
25,0.5951445996761322,0.7185092818677224,0.7423748495678565
26,0.5948877334594727,0.7266360852620697,0.7521895184042097
27,0.5860317349433899,0.7335831808380557,0.7557557322658147
28,0.5772128999233246,0.7458611644286646,0.7673255446488632
29,0.5776924788951874,0.7486340067577834,0.7658374254773498
30,0.5975745618343353,0.715485520465951,0.7408505971623732
31,0.5845561921596527,0.7474693215801068,0.7594483848342726
32,0.5844108164310455,0.7433691494461366,0.7620572353966677
33,0.5832794308662415,0.745628730982286,0.7660075883166441
34,0.5778830349445343,0.758875614690131,0.7733261659866193
35,0.5689475834369659,0.760792484950296,0.7750631125468292
36,0.5803323686122894,0.7440043964148597,0.7590426002498469
37,0.5737913250923157,0.760400408773267,0.7723970322661707
38,0.564504861831665,0.773503607915622,0.7848074146568348
39,0.5572218894958496,0.7697952169760641,0.7822405979928191
40,0.5606043040752411,0.776087347921441,0.7858212927310566
41,0.5537393689155579,0.780509809295747,0.7930119427387302
42,0.595186710357666,0.733686694556475,0.7554972895616853
43,0.5550539195537567,0.7772250825288887,0.7924910722411437
44,0.564734697341919,0.7619556434689677,0.7745302050630508
45,0.5580493211746216,0.7801328487638457,0.7914411483304524
46,0.5537942349910736,0.7867716395865518,0.7970469705835725
47,0.5438706576824188,0.7813061260739039,0.798096804392281
48,0.5466974675655365,0.7772037937478584,0.7974911953072423
49,0.5512190461158752,0.7847097229173553,0.7961165514797851
50,0.5426214933395386,0.7929146420990139,0.8045007958228457
51,0.5298995077610016,0.7932506613850537,0.8055646542596743
52,0.5264827311038971,0.8011255767199287,0.8137768776880107
53,0.5233981013298035,0.8037374802642061,0.8141048472392645
54,0.5235000252723694,0.8086308438671533,0.8160951671511628
55,0.5243573784828186,0.8066075078767769,0.8155605035281195
56,0.5130124390125275,0.8129155704525897,0.8204598214285714
57,0.5273899734020233,0.8079250249288077,0.8158087053931812
58,0.5325424075126648,0.7929581083162729,0.8079191034130049
59,0.5231344401836395,0.8083402613552831,0.8169570897092943
60,0.5284371972084045,0.8063438786019654,0.8151992184019448
61,0.5202397704124451,0.8122189018117749,0.8206785091726212
62,0.5096234381198883,0.8191862144878634,0.8260900056531032
63,0.5165615975856781,0.815021725450868,0.8226520482498011
64,0.5117806196212769,0.8165454632512812,0.8222310508181819
65,0.5161250531673431,0.820006092614948,0.8272426074750303
66,0.5108641237020493,0.8189658086424104,0.82727892163096
67,0.506439819931984,0.8250682577770126,0.832648532106253
68,0.5018018335103989,0.8289877711410005,0.8354791359118577
69,0.5075984299182892,0.8217608492975251,0.8265124905488717
70,0.503339022397995,0.8269584840110635,0.8313739423707542
71,0.4987964928150177,0.8266064235983005,0.8337971506189981
72,0.4984413832426071,0.8294538373487516,0.8348581122252523
73,0.4955202490091324,0.8311706429357819,0.8375025936438887
74,0.49016448855400085,0.8377878336349627,0.8410150225009347
75,0.4975089877843857,0.8354034520433591,0.8394677737477159
76,0.4958985298871994,0.8387742197805341,0.8403829477249882
77,0.48960067331790924,0.8413055725331309,0.8424044424731862
78,0.4956020563840866,0.8369455694086956,0.8386456338857057
79,0.4837232232093811,0.841864487214506,0.8441428880773143
80,0.4895280450582504,0.8418118337143359,0.8432273405143168
81,0.4925138056278229,0.8400219531748876,0.8430778855737793
82,0.48708559572696686,0.8414241070307151,0.8434470152655575
83,0.48865874111652374,0.8481649777612433,0.8474250546566443
84,0.4842415452003479,0.8443260636662869,0.8445461709031155
85,0.48312942683696747,0.8494646819601188,0.8489966930831929
86,0.4786268621683121,0.8485731623264923,0.848049862269304
87,0.4758649468421936,0.8488183884945079,0.8495773580943238
88,0.4720511734485626,0.8530412551488866,0.8543164347024446
89,0.47439049184322357,0.8496036003927024,0.8514622087061802
90,0.4756613075733185,0.8529560402297154,0.8545792261826902
91,0.46697305142879486,0.8545101459819266,0.8560861039022418
92,0.47724902629852295,0.8520762339576974,0.8534622063324978
93,0.47382085025310516,0.854180807188953,0.8550414081480486
94,0.4731823205947876,0.8505468619731895,0.8500962089580639
95,0.47646524012088776,0.848869825330379,0.8475263001941292
96,0.4835967570543289,0.8479442737284819,0.8499491576830184
97,0.47588783502578735,0.8531658295171936,0.8532201147691099
98,0.4840918034315109,0.8513965399980206,0.8502079507651533
99,0.47721678018569946,0.8569696536238909,0.8555888324691219
100,0.47678226232528687,0.8513660557572472,0.8508900434626981
